,Molecule ChEMBL ID,Smiles,Standard Value,Cat,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
151,CHEMBL1520,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,0.5443,0,13.415911743395961,-3.708997994616681,13.415911743395961,0.14744517405727753,0.5164114874787473,488.6140000000004,456.35800000000023,488.22057450400007,184,0,0.29903363710085024,-0.49311161830197897,0.49311161830197897,0.29903363710085024,1.088235294117647,1.8235294117647058,2.4705882352941178,1.8159231890244247,1339.4796294691944,24.45745467888409,20.166214486880364,20.98271106780809,16.293592089014194,11.77624910965854,13.216312438459179,8.35415032768326,10.292085307624923,6.150662570871856,8.045299437468262,4.326535269648442,5.77548492320126,-2.76,44976779.31883958,24.367281858677618,9.847325219794989,4.468392132046619,199.16304001362016,9.636772684650527,11.573916331283833,11.341105215616189,10.023291153407584,5.559266895052007,0.0,9.893218992372859,17.91717339889177,9.289194512243443,0.0,13.847474399381248,45.01215363360467,32.59984724657631,22.75974492657615,13.154659938128987,15.539991871023846,0.0,28.787162465957792,0.0,45.43207552013229,39.33066399407579,40.07123777735704,0.0,17.137367822980828,10.296129848852056,0.0,5.749511833283905,0.0,76.53562344436251,16.444112776333593,6.923737199690624,38.710365714846276,27.889121864974427,0.0,16.904556707313183,0.0,112.9,15.58255804845959,13.212334168400758,0.0,10.719887973517702,61.73032124853484,18.78998252683851,4.305215991296234,29.638236298691076,13.847474399381248,26.890285780736555,4.736862953800049,35.765463852475484,0.0,24.032456151456856,3.1765886628603077,0.9948914712767012,1.419877318544364,4.722977030318301,1.5479493638903064,11.298794143794362,-3.708997994616681,0.5217391304347826,34,1,10,0,1,1,1,2,3,8,1,11,8,0,1,1,4,2.07042,129.81750000000005,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.0005254,0,14.07322487429698,-1.9944057547695055,14.07322487429698,0.09355494927284203,0.2378725059837351,733.9370000000002,666.4010000000002,733.4612412040001,298,0,0.3111884202841215,-0.45893658117068553,0.45893658117068553,0.3111884202841215,0.8823529411764706,1.4901960784313726,2.0392156862745097,2.183066335168143,1167.2981664566057,38.96337265727873,32.93794905930123,32.93794905930123,23.425518795621915,18.49411746576694,18.49411746576694,16.47185399039674,16.47185399039674,11.82155303913761,11.82155303913761,8.410333558667126,8.410333558667126,-1.3000000000000005,26903252120.26668,44.099455271260695,17.014478793825404,9.506326969189503,303.594991693832,58.85372442785429,29.696194920593534,12.580053458670426,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,27.694948798762496,74.90023203227615,37.32617813183568,47.639839606870275,63.542889065147456,11.75255023431679,0.0,4.899909730850478,23.671624184645573,179.17743631136617,21.205141506631914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.64701626875856,38.010252090943936,23.671624184645573,94.92065848861026,0.0,0.0,0.0,0.0,193.91,107.53514502482197,35.12171134234717,0.0,31.40827208567429,6.4208216229260096,0.0,27.881009140349406,41.54242319814374,25.918990895895483,0.0,28.421177722800294,37.053620667495466,0.0,29.75921155686774,57.610189695505454,-4.839054123328079,-4.976776577237158,-0.32375479730260404,-9.707663812251559,16.331179639911554,5.176381083672508,0.9459459459459459,51,5,14,0,3,3,0,0,0,14,5,14,7,0,3,3,3,1.785600000000004,186.25799999999953,0,5,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,CHEMBL4303471,O.O=C(O)[C@H](O)[C@@H](O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.3667,0,13.044693618876614,-2.266203703703704,13.044693618876614,0.0,0.2205278766985004,563.5350000000002,533.2950000000003,563.19152238,216,0,0.33542658750566945,-0.4792396497629858,0.4792396497629858,0.33542658750566945,0.9,1.45,2.0,4.385757020884838e-07,1427.6005694540424,28.689505486452965,21.195981146533462,21.195981146533462,18.488978758390342,12.049911789506904,12.049911789506904,8.98573510518979,8.98573510518979,6.421425956651877,6.421425956651877,4.1821518173626675,4.1821518173626675,-4.239999999999999,293089869.104168,31.974667738623967,14.232299356060976,7.891206884775628,225.58940268909072,35.786189667041874,5.817220841045895,17.991177721861543,0.0,5.559266895052007,17.62835397410717,14.156174015934997,18.774026599890284,0.0,0.0,12.13273413692322,62.32935846844683,24.570870349683542,10.902924932081056,44.676328015134466,28.624780454349697,0.0,14.450987899589041,5.917906046161393,31.5943324272612,19.634269217737724,80.74969354183492,0.0,0.0,11.24901029325548,4.39041504767482,0.0,0.0,89.91734683033619,16.133830774056218,11.735126887207288,23.19963192162084,58.120010915836524,0.0,10.902924932081056,0.0,221.73,29.83628674960378,28.363100968033926,0.0,28.553830564505596,42.39753248145523,13.08951281182515,28.832567921637796,24.26546827384644,0.0,9.883888251797686,20.426109579362823,14.278909785601176,0.0,61.89715497555466,33.02194696519005,0.38774710287931513,-3.920890675370029,12.642926595370405,-3.1173557536472405,2.309561004421664,0.0,0.34615384615384615,40,7,13,0,1,1,2,1,3,9,5,14,8,0,1,1,4,-0.5234999999999983,139.6221999999999,2,2,2,0,0,2,1,0,2,2,3,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,CHEMBL267345,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,-0.1025,0,12.61321937594203,-2.3254055567151943,12.61321937594203,0.10712509395015912,0.17352405089329379,924.0910000000005,850.5069999999997,923.4878498759999,368,0,0.31130434485135705,-0.4808829835167391,0.4808829835167391,0.31130434485135705,0.6615384615384615,1.2307692307692308,1.8153846153846154,1.8593854582300713,1665.867991184035,48.43178169464272,37.57825242603274,37.57825242603274,30.615495514411247,22.31784799142752,22.31784799142752,17.567623444704473,17.567623444704473,12.022113428030796,12.022113428030796,7.969375842438016,7.969375842438016,-3.439999999999999,26476904546009.152,55.88594089082392,27.391765744637272,18.63756793519426,380.5355606934799,80.85292063561013,18.125838821658,12.07713788190581,0.0,0.0,11.938610575903699,9.589074368143644,0.0,0.0,0.0,98.91175589505558,33.10993926815928,37.51909858402682,79.60629271730528,84.7083275265916,11.938610575903699,0.0,0.0,23.48738561564636,176.5320635339523,0.0,85.06428149567434,0.0,0.0,5.733667477162185,0.0,0.0,0.0,165.58095367093316,28.536526183343838,17.75371813848418,79.06152178217057,85.06428149567434,0.0,0.0,0.0,319.61,146.9282509117122,65.76087571139139,0.0,31.60119253786543,0.0,0.0,12.999757306524504,80.68369557455394,19.075777413358388,0.0,24.681119292362382,23.142681711112395,0.0,25.077927205861112,118.12092220298139,6.016850212306811,-6.8280128272301175,-1.1481615656968052,3.4589181484347105,6.742208245563855,0.0,0.6595744680851063,65,13,18,0,3,3,0,0,0,17,12,18,3,0,2,2,3,0.7117000000000084,236.9911999999994,1,10,9,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0.2636,0,12.008679033341732,-3.2338087283237447,12.008679033341732,0.19571688397581233,0.8169951703125135,314.3620000000001,300.25000000000006,314.061279928,112,0,0.3390094471847749,-0.4571463911245985,0.4571463911245985,0.3390094471847749,0.9090909090909091,1.5454545454545454,2.1363636363636362,2.0911663860087306,847.2917680589487,15.742276208189784,11.944500656212497,12.760997237140224,10.465345060828676,6.728233392249956,8.61964493030821,5.092254329504028,7.107989904246876,3.546896082101481,4.675366309328172,2.433140005637548,3.063610518323634,-2.3999999999999995,126558.91405522998,14.533641975308644,5.421295494749522,2.672450351561639,128.51823942316784,4.736862953800049,6.606881964512918,9.837253136417502,0.0,0.0,5.969305287951849,0.0,13.212334168400758,0.0,0.0,42.46456947923127,23.259637120317212,11.828873713580672,10.468588005587042,17.949197122200808,26.952767484507888,0.0,0.0,0.0,4.895483475517775,12.862651148024323,65.72420659954848,0.0,0.0,0.0,0.0,0.0,0.0,27.249753420305108,19.368653274289372,0.0,11.126902983393991,59.49278709167226,0.0,11.146209060138535,0.0,60.44,9.837253136417502,13.212334168400758,0.0,17.47167072798254,5.573104530069267,16.70000751346326,6.255769183511404,24.26546827384644,30.33183534230805,0.0,4.736862953800049,28.17819168491675,0.0,12.261783614680441,0.0,2.8965271085285975,-0.35334297839506124,15.80604507418721,1.1655540070966657,0.19571688397581233,-3.2338087283237447,0.11764705882352941,22,0,4,0,1,1,2,0,2,4,0,5,3,0,0,0,3,2.5577000000000005,83.76680000000003,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,CHEMBL1200455,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.2359,0,13.014816227528149,-1.2882094930615848,13.014816227528149,0.01328770576131677,0.11425581094764041,821.1410000000001,794.9330000000001,820.880323412,192,0,0.253134920728996,-0.3936147042703631,0.3936147042703631,0.253134920728996,0.7647058823529411,1.1470588235294117,1.4705882352941178,3.7255157310356872,850.4986796486622,26.162407748957516,17.96382495360714,24.436319827136103,15.902390982964006,9.822636997988155,13.058884434752636,7.09941994171108,10.335667378475557,4.419984719459991,7.59928886747138,2.6592134218326184,7.387536279908805,-0.4200000000000004,11636813.98334032,31.60977963073258,14.975328673633785,8.31928667732424,236.07069182051058,46.17265130790737,0.0,0.0,5.907179729351506,11.814359458703011,0.0,14.383611552215466,0.0,0.0,0.0,0.0,67.77261188120417,23.58343228258117,68.63195526290457,45.022775921259694,91.18153734394225,0.0,10.633577208012662,0.0,25.23563636293553,44.35482484212696,21.837449796590178,0.0,0.0,15.533486938863138,5.687386274683562,0.0,67.77261188120417,106.12751783162017,4.794537184071822,10.710546813196189,27.639714551228256,0.0,0.0,0.0,0.0,199.89,55.85408424483817,34.809721131578286,0.0,47.15910528901147,0.0,4.899909730850478,6.923737199690624,22.590870627068057,45.181741254136114,10.633577208012662,10.213054789681411,0.7617381319811882,5.465987687550278,39.62484179307678,61.33649143020927,0.18150996892584237,-1.8908655769888807,0.0,-3.7071929677152236,-1.4125104670392494,0.0,0.5263157894736842,34,8,12,0,0,0,1,0,1,9,8,15,12,0,0,0,1,-1.6274999999999986,146.56419999999997,0,6,6,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,CHEMBL1201052,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,0.3037,0,12.010730895804398,-4.002824074074073,12.010730895804398,0.07407407407407351,0.3193433671913398,544.7640000000002,512.5080000000003,544.1524205039999,192,0,0.2940104465917529,-0.611645230853343,0.611645230853343,0.2940104465917529,1.0,1.6944444444444444,2.361111111111111,2.5619997576654115e-07,1269.0202121729615,25.70853153444066,20.539324715867476,22.988814458650655,17.236202008657774,11.984964994360293,15.799603108813585,9.012086948693357,12.89705391688242,6.577601948715157,9.493543048869245,4.608261761547754,6.722715315472494,-2.01,111157010.30916001,27.036292294864115,12.023279876589962,6.646106712698661,221.19004379906073,14.352569335391319,6.255769183511404,4.895483475517775,0.0,10.118126859033554,0.0,4.552749873690364,0.0,8.417796984328938,0.0,48.51454191462517,80.42895014152275,28.443931254557693,16.2702560248849,17.523296731709664,44.43063883117708,0.0,4.899909730850478,0.0,51.30706122292311,31.29286370886422,72.79640482153933,0.0,0.0,4.899909730850478,11.374772549367124,0.0,11.761884949391115,54.85800126972186,21.29398133241884,0.0,25.683286491704038,92.37833872361045,0.0,0.0,0.0,83.91,21.29398133241884,12.9705468580193,0.0,4.895483475517775,6.041840829147961,17.86106150435636,59.1056949120165,24.454870388896232,17.828252017852726,53.245693855147806,4.552749873690364,41.24878645135995,0.8597733456585368,8.363663093838362,0.0,2.488296642731167,0.0,22.988925987193333,6.8845789644336115,2.214325102707137,-1.7427940323665418,0.3333333333333333,36,1,6,0,2,2,3,0,3,6,1,9,5,0,1,1,5,5.834400000000006,147.48799999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,CHEMBL213907,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,0.1277,0,12.959417029847607,-1.623450181437715,12.959417029847607,0.13109210968337992,0.3021615041785592,563.6250000000002,530.3610000000003,563.182517256,212,0,0.22893594856606428,-0.49206078028258804,0.49206078028258804,0.22893594856606428,1.1025641025641026,1.8205128205128205,2.4358974358974357,1.8934007444751968,1286.156280115129,28.429992462459126,22.041415450702775,22.8579120316305,18.640997968233478,12.393538674174218,13.618283545565808,9.36154942770614,10.209624123797449,6.969677867652202,7.746771500298695,5.087850020457236,5.5520841943191375,-2.8699999999999997,377978590.8122928,29.120884735587843,12.110165558436634,5.579630769232106,229.22364451585963,44.690349998569346,24.41586555099321,16.92781405846835,17.946718291970623,0.0,0.0,9.589074368143644,0.0,0.0,11.761884949391115,6.06636706846161,53.98686810983925,12.487188691387619,31.763801351733722,44.16809857863483,17.66906467874262,0.0,5.316788604006331,0.0,61.4085970305368,27.08224623057939,45.6156988332128,0.0,28.375438483245706,24.95616785730702,0.0,17.248535499851716,11.761884949391115,84.12142781962214,15.95222176079788,0.0,30.513302635158585,33.95548893343604,0.0,11.126902983393991,0.0,164.01000000000002,43.354615073989294,30.015183947506465,0.0,22.834993787819855,40.17699302974469,5.563451491696996,32.90521723163681,18.19910120538483,12.322136251973014,5.316788604006331,18.947451815200196,22.968322495607328,1.32170179930992,25.572935846351392,43.353191621467964,2.549213992555271,0.35042843960079617,6.3356533685111005,-4.637224025458085,0.8151269302923214,2.8706495317619956,0.48148148148148145,39,5,11,1,1,2,2,0,2,11,5,12,7,0,1,1,4,0.7549999999999994,142.3068999999999,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,CHEMBL1747,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0.06782,0,10.97178555681532,-1.440677402069899,10.97178555681532,0.05423451724924555,0.17400656822855506,467.52000000000015,430.2240000000002,467.25912776399997,188,0,0.18564758953485266,-0.3935672815104058,0.3935672815104058,0.18564758953485266,0.71875,1.28125,1.84375,1.6991706468763768,607.1880034640932,23.739758018147146,17.667143378704328,17.667143378704328,15.081825115717525,10.75904610808332,10.75904610808332,8.784966984839405,8.784966984839405,6.414988289339922,6.414988289339922,4.428017313305889,4.428017313305889,-0.5599999999999999,8788058.807249958,26.05189361507292,10.793525832364557,5.235544635959526,185.0505766760553,73.14842617521465,36.62379832648981,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,18.628438064208495,30.898496398305447,44.480088789403716,0.0,0.0,0.0,28.668337385810926,98.4207911231007,13.151638370425493,0.0,0.0,0.0,28.668337385810926,0.0,0.0,0.0,124.26342322187772,18.947451815200196,0.0,12.841643245852019,0.0,0.0,0.0,0.0,268.17,92.1860298417616,25.532636974203527,0.0,19.386399651764595,0.0,0.0,0.0,0.0,0.0,0.0,47.615789201011125,22.716317116442028,0.0,0.0,50.70976490930665,29.76995331513709,0.0,-3.266625684923709,-10.763801597427422,-0.4989413918679795,0.0,1.0,32,15,14,1,2,3,0,0,0,14,10,14,6,1,2,3,3,-6.295799999999999,108.37100000000002,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,CHEMBL1237072,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0.105,0,14.506321325735923,-1.6377890455858317,14.506321325735923,0.13722922294889472,0.14173230226603417,835.086,756.462,834.545305176,340,0,0.3111884199107648,-0.45893662811337566,0.45893662811337566,0.3111884199107648,0.9137931034482759,1.5862068965517242,2.189655172413793,1.8327945607212108,1292.2551626347656,43.49047039477418,37.583252926667875,37.583252926667875,27.019166490748525,21.35238760295771,21.35238760295771,18.57681528162199,18.57681528162199,13.453760062569563,13.453760062569563,10.018337857220292,10.018337857220292,-1.0900000000000005,1088369865313.9899,49.56429474540637,20.39713001375101,11.098883719331905,346.34861313217465,67.95778589441373,30.14085114496347,12.580053458670426,0.0,0.0,5.969305287951849,10.111325788078153,0.0,0.0,0.0,27.694948798762496,80.81813807843754,44.559910456099786,67.46048550040902,67.85241334763508,5.969305287951849,0.0,10.216698334856808,23.671624184645573,191.447178311249,48.1355849414482,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,175.95742936225207,47.42630376827226,23.671624184645573,94.92065848861026,0.0,0.0,0.0,0.0,196.32999999999998,96.14398915686911,25.220646763434644,0.0,55.89280697165795,19.634585551951847,0.0,7.109797541277533,41.72848353973065,53.61393969465797,5.316788604006331,42.63176658420044,55.73093396561912,0.0,16.443904021440158,51.54043722129019,-4.273812868665385,-2.9534109616051287,-0.5931182968627877,-8.2931950552039,19.08013983873954,6.901455468581511,0.9761904761904762,58,5,16,0,4,4,0,0,0,16,5,16,12,0,4,4,4,2.201700000000009,213.52389999999914,0,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
161,CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-0.04199,0,11.891624149659865,-1.0933333333333333,11.891624149659865,0.07351851851851876,0.7067836690245719,226.276,208.13199999999995,226.131742436,90,0,0.32763216163020115,-0.2768135303927874,0.32763216163020115,0.2768135303927874,1.125,1.625,2.0,3.0460336908423664,305.19136469282626,12.344934982691242,9.923415484140858,9.923415484140858,7.484434885828627,5.654413082910466,5.654413082910466,4.252001201594507,4.252001201594507,3.385115542605425,3.385115542605425,2.360222660594406,2.360222660594406,-1.39,2793.4020022572017,12.678446269678304,4.6342425942537355,1.8140650943608674,94.9671316856138,0.0,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,20.222651576156306,4.794537184071822,0.0,0.0,27.19203322199788,18.75954929201341,0.0,0.0,14.383611552215466,17.845473971041084,0.0,10.633577208012662,11.332896515558172,40.0336764678499,0.0,0.0,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,17.845473971041084,9.589074368143644,11.332896515558172,40.0336764678499,0.0,0.0,0.0,0.0,75.27000000000001,23.26046444043786,14.383611552215466,0.0,5.917906046161393,6.4208216229260096,12.841643245852019,0.0,6.923737199690624,13.847474399381248,10.633577208012662,0.0,0.0,0.0,34.78742591017888,4.362074829931973,-1.0933333333333333,-1.009259259259259,-0.7196541950113378,2.082744945200302,5.673334435626103,0.0,0.7272727272727273,16,2,5,0,1,1,0,0,0,3,2,5,4,0,1,1,1,1.1849999999999998,58.47740000000003,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
